bytesize,start_offset,end_offset,1001111111,111101001001000???111,10*11111??1,11?0?1011*111
4096,3001635,3005730,32,1,116,36
4096,3005730,3009825,22,0,99,39
4096,3009825,3013920,44,0,133,50
4096,3013920,3018015,23,0,82,32
4096,3018015,3022110,27,0,102,63
4096,3022110,3026205,27,0,123,42
4096,3026205,3030300,20,0,133,44
4096,3030300,3034395,28,0,125,52
4096,3034395,3038490,21,0,122,45
4096,3038490,3042585,12,0,64,29
4096,3042585,3046680,22,0,121,41
4096,3046680,3050775,29,0,127,43
4096,3050775,3054870,23,0,121,49
4096,3054870,3058965,24,0,119,42
4096,3058965,3063060,15,0,99,33
4096,3063060,3067155,38,0,111,34
4096,3067155,3071250,24,0,119,33
4096,3071250,3075345,22,0,122,37
4096,3075345,3079440,29,0,115,32
4096,3079440,3083535,16,0,79,38
4096,3083535,3087630,22,0,130,32
4096,3087630,3091725,35,0,123,29
4096,3091725,3095820,21,0,88,37
4096,3095820,3099915,29,0,108,41
4096,3099915,3104010,20,0,99,38
4096,3104010,3108105,30,0,115,31
4096,3108105,3112200,33,0,140,40
4096,3112200,3116295,23,0,130,31
4096,3116295,3120390,29,1,125,31
4096,3120390,3124485,36,0,114,17
4096,3124485,3128580,22,0,107,38
4096,3128580,3132675,25,0,106,29
4096,3132675,3136770,30,0,113,23
4096,3136770,3140865,16,0,108,30
4096,3140865,3144960,41,0,115,32
4096,3144960,3149055,16,0,98,36
4096,3149055,3153150,33,0,131,39
4096,3153150,3157245,20,0,118,27
4096,3157245,3161340,31,1,129,38
4096,3161340,3165435,16,1,54,27
4096,3165435,3169530,0,0,10,28
4096,3169530,3173625,32,0,80,15
4096,3173625,3177720,33,0,134,42
4096,3177720,3181815,38,0,114,34
4096,3181815,3185910,28,1,125,34
4096,3185910,3190005,44,0,138,41
4096,3190005,3194100,39,0,110,33
4096,3194100,3198195,36,0,123,31
4096,3198195,3202290,29,0,144,38
4096,3202290,3206385,27,0,137,38
4096,3206385,3210480,12,0,59,48
4096,3210480,3214575,9,0,32,10
4096,3214575,3218670,0,0,27,14
4096,3218670,3222765,5,0,36,16
4096,3222765,3226860,9,0,51,32
4096,3226860,3230955,22,0,101,31
4096,3230955,3235050,23,0,93,30
4096,3235050,3239145,20,0,74,40
4096,3239145,3243240,35,0,148,29
4096,3243240,3247335,28,0,138,36
4096,3247335,3251430,37,0,143,25
4096,3251430,3255525,33,0,131,36
4096,3255525,3259620,33,0,145,20
4096,3259620,3263715,28,0,129,44
4096,3263715,3267810,4,0,39,21
4096,3267810,3271905,11,0,82,31
4096,3271905,3276000,9,1,61,31
4096,3276000,3280095,12,0,55,26
4096,3280095,3284190,8,1,59,31
4096,3284190,3288285,16,0,71,44
4096,3288285,3292380,23,0,98,44
4096,3292380,3296475,25,0,109,28
4096,3296475,3300570,19,0,117,35
4096,3300570,3304665,11,0,55,29
4096,3304665,3308760,0,0,42,18
4096,3308760,3312855,0,0,32,26
4096,3312855,3316950,4,0,55,18
4096,3316950,3321045,6,0,112,30
4096,3321045,3325140,16,1,75,12
4096,3325140,3329235,35,0,127,32
4096,3329235,3333330,12,0,55,25
4096,3333330,3337425,20,0,89,40
4096,3337425,3341520,18,0,71,24
4096,3341520,3345615,3,0,26,8
4096,3345615,3349710,9,0,29,15
4096,3349710,3353805,49,0,159,39
4096,3353805,3357900,24,0,108,33
4096,3357900,3361995,0,0,25,10
4096,3361995,3366090,1,0,23,10
4096,3366090,3370185,16,0,96,27
4096,3370185,3374280,34,0,132,43
4096,3374280,3378375,24,0,107,40
4096,3378375,3382470,21,0,101,42
4096,3382470,3386565,32,0,122,48
4096,3386565,3390660,24,0,105,40
4096,3390660,3394755,3,0,109,30
4096,3394755,3398850,24,0,139,35
4096,3398850,3402945,25,0,114,38
4096,3402945,3407040,6,0,65,30
4096,3407040,3411135,7,0,106,19
4096,3411135,3415230,10,0,34,19
4096,3415230,3419325,9,0,53,37
4096,3419325,3423420,20,0,111,52
4096,3423420,3427515,20,0,109,47
4096,3427515,3431610,26,0,113,37
4096,3431610,3435705,47,0,150,43
4096,3435705,3439800,29,0,95,25
4096,3439800,3443895,29,0,121,32
4096,3443895,3447990,29,0,117,35
4096,3447990,3452085,33,0,136,42
4096,3452085,3456180,21,1,111,31
4096,3456180,3460275,5,0,53,32
4096,3460275,3464370,8,0,88,74
4096,3464370,3468465,45,0,88,58
4096,3468465,3472560,23,0,91,44
4096,3472560,3476655,23,0,120,26
4096,3476655,3480750,36,0,127,45
4096,3480750,3484845,27,0,112,46
4096,3484845,3488940,9,0,56,27
4096,3488940,3493035,19,0,91,29
4096,3493035,3497130,3,0,64,24
4096,3497130,3501225,3,0,75,39
4096,3501225,3505320,26,0,92,32
4096,3505320,3509415,30,0,129,32
4096,3509415,3513510,34,0,114,33
4096,3513510,3517605,36,1,117,31
4096,3517605,3521700,41,0,113,50
4096,3521700,3525795,26,0,108,32
4096,3525795,3529890,27,0,121,45
4096,3529890,3533985,38,0,136,42
4096,3533985,3538080,12,1,57,24
4096,3538080,3542175,48,0,165,41
4096,3542175,3546270,48,0,118,31
4096,3546270,3550365,31,0,128,33
4096,3550365,3554460,42,0,112,21
4096,3554460,3558555,26,0,110,36
4096,3558555,3562650,24,0,127,32
4096,3562650,3566745,20,0,113,50
4096,3566745,3570840,26,0,125,37
4096,3570840,3574935,11,0,69,23
4096,3574935,3579030,8,0,48,21
4096,3579030,3583125,11,0,87,25
4096,3583125,3587220,51,0,75,12
4096,3587220,3591315,22,0,101,39
4096,3591315,3595410,19,0,66,26
4096,3595410,3599505,4,0,38,14
4096,3599505,3603600,32,0,115,36
4096,3603600,3607695,33,0,107,41
4096,3607695,3611790,5,0,62,32
4096,3611790,3615885,7,0,78,35
4096,3615885,3619980,18,0,89,45
4096,3619980,3624075,19,0,88,43
4096,3624075,3628170,22,0,78,31
4096,3628170,3632265,10,0,73,23
4096,3632265,3636360,3,0,47,16
4096,3636360,3640455,8,0,57,31
4096,3640455,3644550,8,0,62,27
4096,3644550,3648645,6,0,52,24
4096,3648645,3652740,15,0,105,29
4096,3652740,3656835,31,0,126,42
4096,3656835,3660930,16,0,66,32
4096,3660930,3665025,25,0,104,31
4096,3665025,3669120,28,0,117,39
4096,3669120,3673215,16,1,110,27
4096,3673215,3677310,28,0,120,29
4096,3677310,3681405,38,1,127,41
4096,3681405,3685500,32,0,117,37
4096,3685500,3689595,19,0,111,37
4096,3689595,3693690,6,0,34,21
4096,3693690,3697785,12,0,68,32
4096,3697785,3701880,25,0,127,39
4096,3701880,3705975,9,0,51,30
4096,3705975,3710070,1,1,41,23
4096,3710070,3714165,11,0,102,36
4096,3714165,3718260,22,0,92,35
4096,3718260,3722355,14,0,78,31
4096,3722355,3726450,5,0,42,15
4096,3726450,3730545,9,0,59,17
4096,3730545,3734640,5,0,58,24
4096,3734640,3738735,2,0,42,21
4096,3738735,3742830,17,0,99,36
4096,3742830,3746925,30,0,101,34
4096,3746925,3751020,28,0,123,38
4096,3751020,3755115,5,0,45,19
4096,3755115,3759210,3,0,34,31
4096,3759210,3763305,14,0,93,27
4096,3763305,3767400,10,0,40,20
4096,3767400,3771495,9,0,86,25
4096,3771495,3775590,6,0,77,26
4096,3775590,3779685,3,0,61,26
4096,3779685,3783780,12,0,72,19
4096,3783780,3787875,4,0,60,24
4096,3787875,3791970,11,0,62,29
4096,3791970,3796065,22,0,116,42
4096,3796065,3800160,6,0,64,11
4096,3800160,3804255,6,0,32,26
4096,3804255,3808350,3,0,33,13
4096,3808350,3812445,3,0,43,15
4096,3812445,3816540,0,0,32,17
4096,3816540,3820635,7,0,36,13
4096,3820635,3824730,2,0,51,19
4096,3824730,3828825,2,0,33,19
4096,3828825,3832920,32,0,112,37
4096,3832920,3837015,22,0,89,23
4096,3837015,3841110,0,0,59,87
4096,3841110,3845205,11,0,20,14
4096,3845205,3849300,10,0,60,17
4096,3849300,3853395,18,0,44,19
4096,3853395,3857490,10,0,41,6
4096,3857490,3861585,0,0,32,14
4096,3861585,3865680,0,0,29,15
4096,3865680,3869775,2,0,16,7
4096,3869775,3873870,0,0,24,10
4096,3873870,3877965,19,0,98,31
4096,3877965,3882060,6,0,43,18
4096,3882060,3886155,13,0,61,21
4096,3886155,3890250,8,0,58,21
4096,3890250,3894345,6,0,69,22
4096,3894345,3898440,4,0,70,28
4096,3898440,3902535,14,0,75,26
4096,3902535,3906630,16,0,65,26
4096,3906630,3910725,28,0,143,32
4096,3910725,3914820,1,0,91,10
4096,3914820,3918915,2,0,34,21
4096,3918915,3923010,3,0,37,25
4096,3923010,3927105,6,1,44,13
4096,3927105,3931200,6,0,37,16
4096,3931200,3935295,10,0,41,22
4096,3935295,3939390,29,0,103,37
4096,3939390,3943485,35,0,119,44
4096,3943485,3947580,30,0,110,34
4096,3947580,3951675,25,0,130,40
4096,3951675,3955770,38,1,131,37
4096,3955770,3959865,40,0,129,39
4096,3959865,3963960,30,0,141,43
4096,3963960,3968055,38,0,146,30
4096,3968055,3972150,30,0,147,26
4096,3972150,3976245,31,0,145,32
4096,3976245,3980340,30,0,121,38
4096,3980340,3984435,27,0,137,32
4096,3984435,3988530,27,0,131,37
4096,3988530,3992625,36,0,128,37
4096,3992625,3996720,28,0,132,32
4096,3996720,4000815,50,1,166,43
4096,4000815,4004910,35,0,120,38
4096,4004910,4009005,37,0,148,46
4096,4009005,4013100,40,0,144,52
4096,4013100,4017195,33,0,117,55
4096,4017195,4021290,38,0,167,51
4096,4021290,4025385,23,0,101,33
4096,4025385,4029480,34,0,132,36
4096,4029480,4033575,18,0,112,35
4096,4033575,4037670,13,0,54,15
4096,4037670,4041765,11,0,41,24
4096,4041765,4045860,12,0,46,19
4096,4045860,4049955,7,0,53,16
4096,4049955,4054050,15,0,42,26
4096,4054050,4058145,7,1,59,21
4096,4058145,4062240,9,0,69,27
4096,4062240,4066335,30,1,103,19
4096,4066335,4070430,30,1,107,35
4096,4070430,4074525,64,0,140,26
4096,4074525,4078620,22,0,117,38
4096,4078620,4082715,8,0,87,33
4096,4082715,4086810,13,0,82,34
4096,4086810,4090905,18,0,83,28
4096,4090905,4095000,5,0,58,29
4096,4095000,4099095,5,0,45,24
4096,4099095,4103190,27,0,88,26
4096,4103190,4107285,31,0,146,50
4096,4107285,4111380,25,0,108,28
4096,4111380,4115475,26,0,128,52
4096,4115475,4119570,21,0,62,21
4096,4119570,4123665,30,1,150,32
4096,4123665,4127760,27,1,100,28
4096,4127760,4131855,28,2,128,31
4096,4131855,4135950,15,0,114,24
4096,4135950,4140045,1,0,34,16
4096,4140045,4144140,3,0,36,15
4096,4144140,4148235,1,0,38,17
4096,4148235,4152330,2,0,37,18
4096,4152330,4156425,64,1,123,31
4096,4156425,4160520,28,0,105,41
4096,4160520,4164615,8,0,73,51
4096,4164615,4168710,10,0,114,94
4096,4168710,4172805,18,0,76,83
4096,4172805,4176900,26,0,92,28
4096,4176900,4180995,26,0,148,28
4096,4180995,4185090,9,0,79,40
4096,4185090,4189185,5,0,69,25
4096,4189185,4193280,6,0,63,25
4096,4193280,4197375,5,0,65,34
4096,4197375,4201470,4,0,67,31
4096,4201470,4205565,9,0,83,16
4096,4205565,4209660,35,0,115,40
4096,4209660,4213755,16,0,68,30
4096,4213755,4217850,4,0,52,28
4096,4217850,4221945,5,0,60,38
4096,4221945,4226040,6,0,115,71
4096,4226040,4230135,37,0,146,47
4096,4230135,4234230,71,0,215,59
4096,4234230,4238325,80,0,237,50
4096,4238325,4242420,41,0,135,35
4096,4242420,4246515,25,0,105,46
4096,4246515,4250610,33,1,122,46
4096,4250610,4254705,2,0,101,14
4096,4254705,4258800,8,0,33,18
4096,4258800,4262895,8,0,30,6
4096,4262895,4266990,18,0,120,32
4096,4266990,4271085,21,0,129,39
4096,4271085,4275180,28,0,129,38
4096,4275180,4279275,37,0,150,38
4096,4279275,4283370,27,0,122,38
4096,4283370,4287465,28,0,137,30
4096,4287465,4291560,34,0,116,38
4096,4291560,4295655,21,0,87,56
4096,4295655,4299750,26,0,58,15
4096,4299750,4303845,17,0,44,27
4096,4303845,4307940,13,2,103,17
4096,4307940,4312035,4,0,40,14
4096,4312035,4316130,11,0,36,41
4096,4316130,4320225,16,0,49,17
4096,4320225,4324320,17,0,64,15
4096,4324320,4328415,15,0,91,14
4096,4328415,4332510,3,0,43,13
4096,4332510,4336605,16,0,58,27
4096,4336605,4340700,28,0,134,33
4096,4340700,4344795,23,0,96,28
4096,4344795,4348890,18,0,56,16
4096,4348890,4352985,20,0,45,50
4096,4352985,4357080,20,0,68,29
4096,4357080,4361175,29,0,113,24
4096,4361175,4365270,38,0,132,34
4096,4365270,4369365,24,0,132,38
4096,4369365,4373460,9,0,64,25
4096,4373460,4377555,45,0,78,27
4096,4377555,4381650,11,0,32,21
4096,4381650,4385745,29,0,93,40
4096,4385745,4389840,22,0,106,32
4096,4389840,4393935,24,0,93,36
4096,4393935,4398030,9,0,44,63
4096,4398030,4402125,9,0,47,33
4096,4402125,4406220,18,0,43,20
4096,4406220,4410315,26,0,84,38
4096,4410315,4414410,23,0,123,31
4096,4414410,4418505,15,0,98,28
4096,4418505,4422600,26,1,106,15
4096,4422600,4426695,38,0,142,38
4096,4426695,4430790,42,0,153,39
4096,4430790,4434885,28,0,123,27
4096,4434885,4438980,34,0,123,31
4096,4438980,4443075,28,0,122,34
4096,4443075,4447170,21,0,104,40
4096,4447170,4451265,28,0,141,39
4096,4451265,4455360,25,0,103,43
4096,4455360,4459455,37,0,120,42
4096,4459455,4463550,36,0,107,42
4096,4463550,4467645,36,0,103,28
4096,4467645,4471740,32,0,123,40
4096,4471740,4475835,21,1,99,38
4096,4475835,4479930,31,1,86,29
4096,4479930,4484025,35,0,136,63
4096,4484025,4488120,35,0,123,55
4096,4488120,4492215,26,0,138,41
4096,4492215,4496310,40,0,132,39
4096,4496310,4500405,31,0,146,30
4096,4500405,4504500,21,0,98,24
4096,4504500,4508595,2,0,40,18
4096,4508595,4512690,2,0,29,12
4096,4512690,4516785,22,1,87,38
4096,4516785,4520880,21,0,131,42
4096,4520880,4524975,36,1,134,40
4096,4524975,4529070,32,0,112,27
4096,4529070,4533165,36,0,132,30
4096,4533165,4537260,36,0,127,38
4096,4537260,4541355,18,0,127,33
4096,4541355,4545450,33,0,132,33
4096,4545450,4549545,17,0,80,30
4096,4549545,4553640,5,0,182,92
4096,4553640,4557735,5,0,166,108
4096,4557735,4561830,3,0,225,219
4096,4561830,4565925,6,0,137,109
4096,4565925,4570020,7,0,139,61
4096,4570020,4574115,9,0,157,209
4096,4574115,4578210,6,0,160,115
4096,4578210,4582305,7,0,151,39
4096,4582305,4586400,3,0,117,250
4096,4586400,4590495,5,0,135,107
4096,4590495,4594590,9,0,142,133
4096,4594590,4598685,24,0,121,41
4096,4598685,4602780,34,0,121,34
4096,4602780,4606875,6,0,51,44
4096,4606875,4610970,3,0,38,56
4096,4610970,4615065,15,0,78,60
4096,4615065,4619160,25,0,115,33
4096,4619160,4623255,27,0,117,39
4096,4623255,4627350,13,0,107,31
4096,4627350,4631445,9,0,114,47
4096,4631445,4635540,7,0,85,14
4096,4635540,4639635,2,0,82,30
4096,4639635,4643730,9,0,61,17
4096,4643730,4647825,37,0,151,23
4096,4647825,4651920,22,0,115,28
4096,4651920,4656015,19,0,124,36
4096,4656015,4660110,26,0,100,37
4096,4660110,4664205,2,0,61,78
4096,4664205,4668300,14,0,64,15
4096,4668300,4672395,11,0,67,7
4096,4672395,4676490,12,0,83,8
4096,4676490,4680585,21,0,95,21
4096,4680585,4684680,34,0,128,45
4096,4684680,4688775,41,0,133,50
4096,4688775,4692870,32,0,142,28
4096,4692870,4696965,33,0,122,46
4096,4696965,4701060,14,0,93,32
4096,4701060,4705155,30,0,128,45
4096,4705155,4709250,13,0,50,43
4096,4709250,4713345,30,0,74,37
4096,4713345,4717440,28,0,139,50
4096,4717440,4721535,53,0,92,7
4096,4721535,4725630,29,0,73,13
4096,4725630,4729725,5,0,67,7
4096,4729725,4733820,24,0,129,34
4096,4733820,4737915,24,0,131,39
4096,4737915,4742010,26,0,126,27
4096,4742010,4746105,2,0,28,21
4096,4746105,4750200,2,0,31,14
4096,4750200,4754295,11,0,113,14
4096,4754295,4758390,29,0,93,36
4096,4758390,4762485,22,0,56,33
4096,4762485,4766580,18,0,63,25
4096,4766580,4770675,4,0,54,15
4096,4770675,4774770,4,0,46,31
4096,4774770,4778865,15,0,101,25
4096,4778865,4782960,21,1,118,44
4096,4782960,4787055,22,1,114,33
4096,4787055,4791150,4,0,44,12
4096,4791150,4795245,6,0,62,25
4096,4795245,4799340,7,0,73,18
4096,4799340,4803435,6,0,51,54
4096,4803435,4807530,4,0,29,46
4096,4807530,4811625,3,0,31,30
4096,4811625,4815720,21,0,36,36
4096,4815720,4819815,31,1,129,28
4096,4819815,4823910,37,1,120,39
4096,4823910,4828005,16,0,46,21
4096,4828005,4832100,9,0,40,18
4096,4832100,4836195,10,0,42,31
4096,4836195,4840290,20,1,56,29
4096,4840290,4844385,24,0,99,26
4096,4844385,4848480,23,0,103,39
4096,4848480,4852575,6,0,44,11
4096,4852575,4856670,4,0,45,12
4096,4856670,4860765,22,0,88,32
4096,4860765,4864860,29,0,129,24
4096,4864860,4868955,23,0,109,30
4096,4868955,4873050,3,0,101,41
4096,4873050,4877145,2,1,50,47
4096,4877145,4881240,19,0,87,47
4096,4881240,4885335,25,0,106,38
4096,4885335,4889430,15,0,90,35
4096,4889430,4893525,9,0,53,29
4096,4893525,4897620,11,0,199,56
4096,4897620,4901715,11,0,142,40
4096,4901715,4905810,114,0,206,117
4096,4905810,4909905,19,0,51,15
4096,4909905,4914000,4,0,74,11
4096,4914000,4918095,24,0,36,5
4096,4918095,4922190,30,0,148,44
4096,4922190,4926285,34,0,135,47
4096,4926285,4930380,26,0,110,48
4096,4930380,4934475,19,0,127,30
4096,4934475,4938570,18,0,108,26
4096,4938570,4942665,32,0,132,28
4096,4942665,4946760,26,0,101,25
4096,4946760,4950855,26,0,118,32
4096,4950855,4954950,15,0,102,45
4096,4954950,4959045,8,0,88,29
4096,4959045,4963140,14,0,80,31
4096,4963140,4967235,29,0,67,33
4096,4967235,4971330,4,0,85,41
4096,4971330,4975425,11,1,58,15
4096,4975425,4979520,6,0,68,24
4096,4979520,4983615,9,0,79,33
4096,4983615,4987710,5,0,64,20
4096,4987710,4991805,20,0,95,29
4096,4991805,4995900,30,0,117,27
4096,4995900,4999995,30,0,112,36
4096,4999995,5004090,29,0,101,41
4096,5004090,5008185,24,0,87,37
4096,5008185,5012280,3,0,80,43
4096,5012280,5016375,7,0,42,111
4096,5016375,5020470,24,0,108,52
4096,5020470,5024565,36,0,142,44
4096,5024565,5028660,35,0,116,43
4096,5028660,5032755,21,0,80,33
4096,5032755,5036850,6,0,47,74
4096,5036850,5040945,4,0,52,66
4096,5040945,5045040,29,0,122,45
4096,5045040,5049135,24,0,103,29
4096,5049135,5053230,21,0,106,37
4096,5053230,5057325,26,0,96,41
4096,5057325,5061420,3,0,21,31
4096,5061420,5065515,3,0,18,18
4096,5065515,5069610,17,0,98,32
4096,5069610,5073705,32,0,116,24
4096,5073705,5077800,11,0,82,25
4096,5077800,5081895,1,0,61,6
4096,5081895,5085990,1,1,76,15
4096,5085990,5090085,1,0,73,8
4096,5090085,5094180,23,0,94,27
4096,5094180,5098275,32,0,124,35
4096,5098275,5102370,22,0,117,26
4096,5102370,5106465,32,0,122,37
4096,5106465,5110560,22,0,107,31
4096,5110560,5114655,26,0,108,47
4096,5114655,5118750,30,0,102,33
4096,5118750,5122845,20,0,87,31
4096,5122845,5126940,12,0,71,31
4096,5126940,5131035,8,0,73,25
4096,5131035,5135130,12,0,84,36
4096,5135130,5139225,44,0,57,50
4096,5139225,5143320,32,0,138,36
4096,5143320,5147415,35,0,133,28
4096,5147415,5151510,18,0,96,30
4096,5151510,5155605,23,0,136,42
4096,5155605,5159700,1,0,53,24
4096,5159700,5163795,24,1,118,41
4096,5163795,5167890,31,0,117,25
4096,5167890,5171985,31,0,126,35
4096,5171985,5176080,27,0,107,29
4096,5176080,5180175,20,0,102,30
4096,5180175,5184270,39,0,102,36
4096,5184270,5188365,29,0,117,42
4096,5188365,5192460,20,0,124,38
4096,5192460,5196555,27,0,90,37
4096,5196555,5200650,31,0,146,23
4096,5200650,5204745,34,0,138,33
4096,5204745,5208840,27,0,138,38
4096,5208840,5212935,33,0,136,48
4096,5212935,5217030,24,0,116,40
4096,5217030,5221125,32,0,133,30
4096,5221125,5225220,30,0,123,37
4096,5225220,5229315,29,1,115,26
4096,5229315,5233410,8,0,88,38
4096,5233410,5237505,2,0,36,31
4096,5237505,5241600,0,0,38,43
4096,5241600,5245695,5,0,38,53
4096,5245695,5249790,31,0,130,27
4096,5249790,5253885,12,0,108,30
4096,5253885,5257980,22,0,114,32
4096,5257980,5262075,36,0,128,48
4096,5262075,5266170,28,0,136,34
4096,5266170,5270265,27,0,104,27
4096,5270265,5274360,33,1,141,34
4096,5274360,5278455,2,0,53,44
4096,5278455,5282550,2,0,99,55
4096,5282550,5286645,6,0,37,12
4096,5286645,5290740,14,0,76,50
4096,5290740,5294835,26,0,120,29
4096,5294835,5298930,37,1,129,44
4096,5298930,5303025,42,0,120,14
4096,5303025,5307120,21,0,132,34
4096,5307120,5311215,26,0,112,34
4096,5311215,5315310,25,0,92,38
4096,5315310,5319405,3,0,90,28
4096,5319405,5323500,4,0,82,97
4096,5323500,5327595,15,0,127,36
4096,5327595,5331690,35,0,109,29
4096,5331690,5335785,29,0,81,39
4096,5335785,5339880,16,0,135,22
4096,5339880,5343975,10,0,68,36
4096,5343975,5348070,9,0,88,26
4096,5348070,5352165,27,0,124,31
4096,5352165,5356260,28,0,106,34
4096,5356260,5360355,7,0,84,19
4096,5360355,5364450,8,0,143,17
4096,5364450,5368545,16,0,89,26
4096,5368545,5372640,31,0,91,34
4096,5372640,5376735,64,0,257,145
4096,5376735,5380830,18,0,134,45
4096,5380830,5384925,24,0,130,86
4096,5384925,5389020,16,0,73,42
4096,5389020,5393115,64,0,57,11
4096,5393115,5397210,7,0,39,15
4096,5397210,5401305,7,0,29,19
4096,5401305,5405400,21,0,98,27
4096,5405400,5409495,34,0,133,41
4096,5409495,5413590,19,0,69,15
4096,5413590,5417685,5,0,45,73
4096,5417685,5421780,5,0,70,38
4096,5421780,5425875,32,0,111,34
4096,5425875,5429970,39,0,140,28
4096,5429970,5434065,38,0,132,27
4096,5434065,5438160,33,0,130,44
4096,5438160,5442255,34,0,115,28
4096,5442255,5446350,25,0,112,44
4096,5446350,5450445,11,0,57,28
4096,5450445,5454540,3,0,59,10
4096,5454540,5458635,15,0,69,38
4096,5458635,5462730,36,0,91,28
4096,5462730,5466825,30,0,125,29
4096,5466825,5470920,26,1,108,30
4096,5470920,5475015,27,0,121,41
4096,5475015,5479110,13,0,88,33
4096,5479110,5483205,1,0,100,3
4096,5483205,5487300,4,0,66,35
4096,5487300,5491395,20,0,121,45
4096,5491395,5495490,29,0,131,48
4096,5495490,5499585,17,0,110,20
4096,5499585,5503680,9,0,162,7
4096,5503680,5507775,12,0,209,14
4096,5507775,5511870,25,0,145,34
4096,5511870,5515965,30,0,141,38
4096,5515965,5520060,31,0,127,43
4096,5520060,5524155,24,0,122,30
4096,5524155,5528250,36,0,89,40
4096,5528250,5532345,12,0,79,40
4096,5532345,5536440,34,0,133,33
4096,5536440,5540535,16,1,68,36
4096,5540535,5544630,31,0,134,50
4096,5544630,5548725,34,0,128,34
4096,5548725,5552820,32,0,129,26
4096,5552820,5556915,10,0,50,28
4096,5556915,5561010,4,0,127,20
4096,5561010,5565105,29,0,645,31
4096,5565105,5569200,31,0,219,31
4096,5569200,5573295,21,0,73,40
4096,5573295,5577390,13,0,98,21
4096,5577390,5581485,13,0,58,35
4096,5581485,5585580,7,0,62,30
4096,5585580,5589675,24,1,119,36
4096,5589675,5593770,12,0,72,42
4096,5593770,5597865,9,0,69,37
4096,5597865,5601960,8,0,63,28
4096,5601960,5606055,12,0,91,31
4096,5606055,5610150,28,0,108,43
4096,5610150,5614245,39,0,118,26
4096,5614245,5618340,7,0,39,34
4096,5618340,5622435,3,0,47,22
4096,5622435,5626530,10,0,56,26
4096,5626530,5630625,3,0,34,28
4096,5630625,5634720,3,0,37,39
4096,5634720,5638815,4,0,52,42
4096,5638815,5642910,18,0,46,23
4096,5642910,5647005,19,0,92,38
4096,5647005,5651100,44,0,160,43
4096,5651100,5655195,26,0,123,32
4096,5655195,5659290,32,0,121,35
4096,5659290,5663385,29,0,126,27
4096,5663385,5667480,28,0,119,29
4096,5667480,5671575,5,0,106,22
4096,5671575,5675670,35,0,118,31
4096,5675670,5679765,21,0,140,34
4096,5679765,5683860,16,0,81,26
4096,5683860,5687955,2,0,63,13
4096,5687955,5692050,14,0,91,39
4096,5692050,5696145,30,0,109,31
4096,5696145,5700240,6,0,60,17
4096,5700240,5704335,9,0,51,15
4096,5704335,5708430,18,1,101,38
4096,5708430,5712525,31,0,122,35
4096,5712525,5716620,16,0,101,44
4096,5716620,5720715,4,0,64,36
4096,5720715,5724810,3,0,59,26
4096,5724810,5728905,15,0,105,40
4096,5728905,5733000,16,0,112,32
4096,5733000,5737095,4,0,52,43
4096,5737095,5741190,10,0,37,21
4096,5741190,5745285,5,0,83,15
4096,5745285,5749380,27,0,102,34
4096,5749380,5753475,15,0,98,59
4096,5753475,5757570,11,0,44,73
4096,5757570,5761665,7,0,32,27
4096,5761665,5765760,20,0,83,31
4096,5765760,5769855,21,0,75,33
4096,5769855,5773950,52,0,61,25
4096,5773950,5778045,6,0,44,31
4096,5778045,5782140,15,0,85,35
4096,5782140,5786235,24,0,109,33
4096,5786235,5790330,22,0,119,40
4096,5790330,5794425,20,0,99,27
4096,5794425,5798520,2,0,79,16
4096,5798520,5802615,48,0,99,11
4096,5802615,5806710,47,1,55,14
4096,5806710,5810805,16,0,82,29
4096,5810805,5814900,18,0,105,39
4096,5814900,5818995,33,0,115,37
4096,5818995,5823090,35,0,104,36
4096,5823090,5827185,0,0,7,18
4096,5827185,5831280,6,0,106,22
4096,5831280,5835375,2,0,84,19
4096,5835375,5839470,3,0,37,9
4096,5839470,5843565,6,0,38,12
4096,5843565,5847660,31,0,215,35
4096,5847660,5851755,23,0,114,32
4096,5851755,5855850,17,0,89,30
4096,5855850,5859945,23,0,86,42
4096,5859945,5864040,7,0,26,29
4096,5864040,5868135,8,0,41,8
4096,5868135,5872230,10,0,39,11
4096,5872230,5876325,28,0,112,37
4096,5876325,5880420,33,0,126,36
4096,5880420,5884515,19,0,92,39
4096,5884515,5888610,7,0,53,35
4096,5888610,5892705,10,0,43,40
4096,5892705,5896800,9,0,44,40
4096,5896800,5900895,37,0,126,47
4096,5900895,5904990,42,0,159,45
4096,5904990,5909085,25,0,76,35
4096,5909085,5913180,5,2,55,55
4096,5913180,5917275,5,2,42,33
4096,5917275,5921370,7,2,101,25
4096,5921370,5925465,8,2,130,13
4096,5925465,5929560,32,0,126,47
4096,5929560,5933655,36,0,117,44
4096,5933655,5937750,27,0,115,35
4096,5937750,5941845,12,0,71,32
4096,5941845,5945940,4,0,52,30
4096,5945940,5950035,56,0,71,55
4096,5950035,5954130,4,0,58,32
4096,5954130,5958225,6,0,80,37
4096,5958225,5962320,9,1,84,22
4096,5962320,5966415,4,0,57,43
4096,5966415,5970510,18,0,93,29
4096,5970510,5974605,19,0,85,29
4096,5974605,5978700,6,0,64,34
4096,5978700,5982795,4,0,62,29
4096,5982795,5986890,8,0,67,33
4096,5986890,5990985,3,0,32,36
4096,5990985,5995080,45,0,188,54
4096,5995080,5999175,17,0,110,29
4096,5999175,6003270,7,0,58,30
4096,6003270,6007365,6,0,117,22
