bytesize,start_offset,end_offset,1001111111,111101001001000???111,10*11111??1,11?0?1011*111
4096,6007365,6011460,38,0,96,23
4096,6011460,6015555,14,0,47,23
4096,6015555,6019650,35,0,141,32
4096,6019650,6023745,20,0,96,32
4096,6023745,6027840,8,0,71,33
4096,6027840,6031935,9,0,107,24
4096,6031935,6036030,3,0,62,22
4096,6036030,6040125,12,0,90,32
4096,6040125,6044220,25,0,78,33
4096,6044220,6048315,18,0,90,26
4096,6048315,6052410,5,0,32,8
4096,6052410,6056505,5,0,76,12
4096,6056505,6060600,15,0,74,28
4096,6060600,6064695,31,0,120,42
4096,6064695,6068790,3,0,41,78
4096,6068790,6072885,2,0,172,20
4096,6072885,6076980,6,0,81,26
4096,6076980,6081075,24,0,110,23
4096,6081075,6085170,30,0,114,41
4096,6085170,6089265,3,0,48,12
4096,6089265,6093360,7,0,57,12
4096,6093360,6097455,15,0,82,80
4096,6097455,6101550,28,0,94,22
4096,6101550,6105645,2,0,92,17
4096,6105645,6109740,4,0,55,12
4096,6109740,6113835,4,0,67,18
4096,6113835,6117930,4,0,91,46
4096,6117930,6122025,20,0,116,36
4096,6122025,6126120,31,0,121,27
4096,6126120,6130215,32,0,97,29
4096,6130215,6134310,1,0,32,33
4096,6134310,6138405,3,0,32,24
4096,6138405,6142500,6,0,44,16
4096,6142500,6146595,6,0,51,13
4096,6146595,6150690,3,0,31,6
4096,6150690,6154785,7,0,40,15
4096,6154785,6158880,4,0,36,15
4096,6158880,6162975,3,1,26,63
4096,6162975,6167070,20,0,82,19
4096,6167070,6171165,31,0,132,39
4096,6171165,6175260,30,0,133,33
4096,6175260,6179355,23,0,108,30
4096,6179355,6183450,26,0,133,22
4096,6183450,6187545,24,0,105,37
4096,6187545,6191640,19,0,92,50
4096,6191640,6195735,17,0,67,18
4096,6195735,6199830,7,0,70,17
4096,6199830,6203925,11,0,77,40
4096,6203925,6208020,9,1,67,30
4096,6208020,6212115,8,0,68,18
4096,6212115,6216210,12,0,65,29
4096,6216210,6220305,21,0,80,26
4096,6220305,6224400,27,0,106,19
4096,6224400,6228495,32,0,102,32
4096,6228495,6232590,33,0,143,35
4096,6232590,6236685,31,1,97,25
4096,6236685,6240780,12,1,79,31
4096,6240780,6244875,12,1,65,19
4096,6244875,6248970,9,0,89,26
4096,6248970,6253065,11,0,90,32
4096,6253065,6257160,25,0,91,44
4096,6257160,6261255,11,0,73,22
4096,6261255,6265350,20,0,98,17
4096,6265350,6269445,12,0,79,27
4096,6269445,6273540,16,0,69,31
4096,6273540,6277635,33,0,114,36
4096,6277635,6281730,27,0,117,27
4096,6281730,6285825,31,0,135,51
4096,6285825,6289920,34,0,120,27
4096,6289920,6294015,32,0,148,26
4096,6294015,6298110,50,1,139,40
4096,6298110,6302205,7,0,65,16
4096,6302205,6306300,21,0,115,28
4096,6306300,6310395,30,0,108,31
4096,6310395,6314490,26,0,122,27
4096,6314490,6318585,29,0,132,24
4096,6318585,6322680,29,0,101,33
4096,6322680,6326775,33,0,110,33
4096,6326775,6330870,34,1,111,52
4096,6330870,6334965,15,0,79,27
4096,6334965,6339060,1,0,302,19
4096,6339060,6343155,3,0,77,11
4096,6343155,6347250,7,0,64,10
4096,6347250,6351345,10,0,103,24
4096,6351345,6355440,4,0,174,16
4096,6355440,6359535,12,0,48,20
4096,6359535,6363630,6,0,38,13
4096,6363630,6367725,8,0,41,15
4096,6367725,6371820,3,0,30,13
4096,6371820,6375915,10,0,68,21
4096,6375915,6380010,3,0,47,17
4096,6380010,6384105,8,0,57,18
4096,6384105,6388200,7,0,66,40
4096,6388200,6392295,4,0,35,20
4096,6392295,6396390,27,0,100,26
4096,6396390,6400485,8,0,54,18
4096,6400485,6404580,5,0,78,17
4096,6404580,6408675,18,0,139,20
4096,6408675,6412770,9,0,87,26
4096,6412770,6416865,19,0,78,27
4096,6416865,6420960,52,1,117,16
4096,6420960,6425055,2,0,57,18
4096,6425055,6429150,2,0,56,65
4096,6429150,6433245,4,0,61,34
4096,6433245,6437340,2,0,61,23
4096,6437340,6441435,1,0,36,18
4096,6441435,6445530,12,1,71,43
4096,6445530,6449625,10,0,55,16
4096,6449625,6453720,8,0,58,14
4096,6453720,6457815,24,0,79,48
4096,6457815,6461910,11,0,65,17
4096,6461910,6466005,5,0,82,15
4096,6466005,6470100,12,0,51,17
4096,6470100,6474195,27,0,52,17
4096,6474195,6478290,3,0,66,20
4096,6478290,6482385,22,0,82,29
4096,6482385,6486480,4,0,54,24
4096,6486480,6490575,8,0,65,29
4096,6490575,6494670,8,0,83,20
4096,6494670,6498765,3,0,58,25
4096,6498765,6502860,19,0,114,40
4096,6502860,6506955,12,1,64,24
4096,6506955,6511050,8,0,150,26
4096,6511050,6515145,11,0,61,22
4096,6515145,6519240,10,0,128,32
4096,6519240,6523335,12,0,84,32
4096,6523335,6527430,25,0,103,29
4096,6527430,6531525,17,40,109,19
4096,6531525,6535620,16,0,71,21
4096,6535620,6539715,13,0,57,9
4096,6539715,6543810,11,20,75,15
4096,6543810,6547905,82,0,82,39
4096,6547905,6552000,29,0,104,32
4096,6552000,6556095,26,0,96,28
4096,6556095,6560190,22,0,97,32
4096,6560190,6564285,20,0,75,30
4096,6564285,6568380,19,0,67,22
4096,6568380,6572475,21,0,67,25
4096,6572475,6576570,19,0,91,29
4096,6576570,6580665,25,0,75,29
4096,6580665,6584760,24,0,87,21
4096,6584760,6588855,21,0,80,30
4096,6588855,6592950,20,0,65,25
4096,6592950,6597045,16,0,75,20
4096,6597045,6601140,17,0,66,18
4096,6601140,6605235,35,0,130,43
4096,6605235,6609330,36,0,145,42
4096,6609330,6613425,11,0,71,28
4096,6613425,6617520,7,0,80,9
4096,6617520,6621615,30,0,133,31
4096,6621615,6625710,30,0,99,39
4096,6625710,6629805,15,0,193,47
4096,6629805,6633900,16,0,196,49
4096,6633900,6637995,32,0,207,44
4096,6637995,6642090,17,0,332,106
4096,6642090,6646185,37,0,141,37
4096,6646185,6650280,55,0,133,22
4096,6650280,6654375,47,0,166,20
4096,6654375,6658470,63,0,210,23
4096,6658470,6662565,31,1,138,43
4096,6662565,6666660,23,0,107,42
4096,6666660,6670755,11,0,35,18
4096,6670755,6674850,11,0,26,16
4096,6674850,6678945,12,0,38,12
4096,6678945,6683040,25,0,78,26
4096,6683040,6687135,31,0,86,31
4096,6687135,6691230,12,0,153,30
4096,6691230,6695325,26,0,145,40
4096,6695325,6699420,79,0,101,80
4096,6699420,6703515,21,0,112,19
4096,6703515,6707610,17,0,72,117
4096,6707610,6711705,4,0,63,59
4096,6711705,6715800,13,0,51,37
4096,6715800,6719895,3,0,54,39
4096,6719895,6723990,13,0,48,157
4096,6723990,6728085,28,0,108,30
4096,6728085,6732180,40,1,113,24
4096,6732180,6736275,29,0,101,39
4096,6736275,6740370,0,0,5,17
4096,6740370,6744465,11,0,199,11
4096,6744465,6748560,40,0,318,33
4096,6748560,6752655,40,0,148,25
4096,6752655,6756750,28,0,126,28
4096,6756750,6760845,27,0,120,31
4096,6760845,6764940,25,0,113,37
4096,6764940,6769035,2,0,18,19
4096,6769035,6773130,29,1,310,27
4096,6773130,6777225,10,0,61,23
4096,6777225,6781320,6,0,59,22
4096,6781320,6785415,7,0,70,31
4096,6785415,6789510,11,0,77,27
4096,6789510,6793605,25,0,122,30
4096,6793605,6797700,25,1,91,30
4096,6797700,6801795,0,0,57,58
4096,6801795,6805890,5,0,77,25
4096,6805890,6809985,11,0,52,23
4096,6809985,6814080,11,0,54,20
4096,6814080,6818175,6,0,50,16
4096,6818175,6822270,6,0,71,21
4096,6822270,6826365,10,0,74,29
4096,6826365,6830460,10,0,54,19
4096,6830460,6834555,7,0,51,24
4096,6834555,6838650,6,0,58,19
4096,6838650,6842745,1,0,26,12
4096,6842745,6846840,9,0,31,23
4096,6846840,6850935,5,0,41,18
4096,6850935,6855030,6,0,58,15
4096,6855030,6859125,8,0,48,17
4096,6859125,6863220,10,0,35,21
4096,6863220,6867315,8,0,42,21
4096,6867315,6871410,9,0,60,17
4096,6871410,6875505,9,0,37,15
4096,6875505,6879600,19,0,74,27
4096,6879600,6883695,8,0,51,27
4096,6883695,6887790,2,0,58,15
4096,6887790,6891885,9,0,77,30
4096,6891885,6895980,4,0,90,23
4096,6895980,6900075,3,0,75,30
4096,6900075,6904170,4,0,79,26
4096,6904170,6908265,8,0,65,25
4096,6908265,6912360,13,0,80,17
4096,6912360,6916455,16,0,55,28
4096,6916455,6920550,7,0,50,10
4096,6920550,6924645,12,0,39,7
4096,6924645,6928740,3,0,52,17
4096,6928740,6932835,2,0,41,20
4096,6932835,6936930,22,0,81,40
4096,6936930,6941025,31,0,108,38
4096,6941025,6945120,30,0,141,34
4096,6945120,6949215,32,0,116,45
4096,6949215,6953310,0,0,15,18
4096,6953310,6957405,1,0,14,5
4096,6957405,6961500,3,0,49,16
4096,6961500,6965595,8,0,47,19
4096,6965595,6969690,8,0,45,25
4096,6969690,6973785,4,0,41,16
4096,6973785,6977880,29,0,120,46
4096,6977880,6981975,29,0,124,33
4096,6981975,6986070,38,0,128,50
4096,6986070,6990165,31,0,98,34
4096,6990165,6994260,6,1,172,50
4096,6994260,6998355,5,0,56,21
4096,6998355,7002450,85,0,134,65
4096,7002450,7006545,93,0,127,73
4096,7006545,7010640,26,1,108,37
4096,7010640,7014735,7,0,96,27
4096,7014735,7018830,12,1,85,22
4096,7018830,7022925,3,1,69,33
4096,7022925,7027020,42,0,92,29
4096,7027020,7031115,16,0,78,76
4096,7031115,7035210,27,0,125,29
4096,7035210,7039305,33,0,153,34
4096,7039305,7043400,7,0,65,26
4096,7043400,7047495,7,0,48,28
4096,7047495,7051590,14,0,52,30
4096,7051590,7055685,19,0,97,26
4096,7055685,7059780,11,0,78,26
4096,7059780,7063875,9,0,88,22
4096,7063875,7067970,7,0,77,23
4096,7067970,7072065,4,0,43,22
4096,7072065,7076160,8,0,69,24
4096,7076160,7080255,22,0,99,36
4096,7080255,7084350,29,0,141,39
4096,7084350,7088445,10,0,55,26
4096,7088445,7092540,5,0,41,16
4096,7092540,7096635,3,0,40,24
4096,7096635,7100730,12,0,87,87
4096,7100730,7104825,8,0,82,31
4096,7104825,7108920,14,0,127,36
4096,7108920,7113015,14,0,82,31
4096,7113015,7117110,17,0,80,40
4096,7117110,7121205,27,1,123,38
4096,7121205,7125300,10,0,62,29
4096,7125300,7129395,8,0,45,19
4096,7129395,7133490,5,0,52,16
4096,7133490,7137585,10,0,51,17
4096,7137585,7141680,20,0,90,92
4096,7141680,7145775,23,0,97,43
4096,7145775,7149870,5,0,96,44
4096,7149870,7153965,1,0,124,29
4096,7153965,7158060,17,0,114,38
4096,7158060,7162155,30,0,110,36
4096,7162155,7166250,17,0,82,30
4096,7166250,7170345,20,0,79,25
4096,7170345,7174440,10,0,85,23
4096,7174440,7178535,7,1,65,19
4096,7178535,7182630,10,0,93,18
4096,7182630,7186725,29,0,112,35
4096,7186725,7190820,23,0,132,38
4096,7190820,7194915,20,0,91,32
4096,7194915,7199010,6,0,62,25
4096,7199010,7203105,7,0,57,19
4096,7203105,7207200,15,0,69,41
4096,7207200,7211295,38,0,137,36
4096,7211295,7215390,34,0,136,39
4096,7215390,7219485,9,1,59,23
4096,7219485,7223580,5,0,51,22
4096,7223580,7227675,5,1,67,24
4096,7227675,7231770,8,0,47,22
4096,7231770,7235865,10,0,73,28
4096,7235865,7239960,3,0,68,23
4096,7239960,7244055,9,0,62,32
4096,7244055,7248150,8,0,69,34
4096,7248150,7252245,24,0,120,31
4096,7252245,7256340,27,0,128,31
4096,7256340,7260435,2,0,34,12
4096,7260435,7264530,7,0,13,13
4096,7264530,7268625,21,0,117,40
4096,7268625,7272720,36,0,124,38
4096,7272720,7276815,20,0,117,36
4096,7276815,7280910,24,0,181,45
4096,7280910,7285005,20,0,110,37
4096,7285005,7289100,16,0,82,31
4096,7289100,7293195,18,0,95,33
4096,7293195,7297290,14,0,75,30
4096,7297290,7301385,9,0,89,34
4096,7301385,7305480,14,0,74,25
4096,7305480,7309575,10,0,94,30
4096,7309575,7313670,11,0,81,31
4096,7313670,7317765,16,0,76,22
4096,7317765,7321860,10,0,73,33
4096,7321860,7325955,14,0,102,29
4096,7325955,7330050,10,0,84,29
4096,7330050,7334145,17,0,69,29
4096,7334145,7338240,23,0,102,40
4096,7338240,7342335,68,0,161,37
4096,7342335,7346430,5,0,51,21
4096,7346430,7350525,6,0,56,18
4096,7350525,7354620,5,0,66,21
4096,7354620,7358715,7,0,53,13
4096,7358715,7362810,18,0,67,24
4096,7362810,7366905,34,0,125,31
4096,7366905,7371000,22,0,121,43
4096,7371000,7375095,38,0,132,44
4096,7375095,7379190,30,0,99,28
4096,7379190,7383285,4,1,54,22
4096,7383285,7387380,9,0,63,19
4096,7387380,7391475,8,0,48,24
4096,7391475,7395570,5,0,55,16
4096,7395570,7399665,7,0,71,23
4096,7399665,7403760,20,0,79,31
4096,7403760,7407855,22,0,116,49
4096,7407855,7411950,19,0,89,32
4096,7411950,7416045,20,0,69,31
4096,7416045,7420140,17,0,69,18
4096,7420140,7424235,4,0,70,33
4096,7424235,7428330,9,0,49,31
4096,7428330,7432425,10,1,66,21
4096,7432425,7436520,20,0,72,28
4096,7436520,7440615,20,0,71,28
4096,7440615,7444710,24,0,76,115
4096,7444710,7448805,8,0,62,20
4096,7448805,7452900,28,0,80,19
4096,7452900,7456995,32,0,147,39
4096,7456995,7461090,26,0,116,22
4096,7461090,7465185,12,0,73,26
4096,7465185,7469280,25,0,85,17
4096,7469280,7473375,17,0,74,31
4096,7473375,7477470,15,0,80,15
4096,7477470,7481565,9,1,78,30
4096,7481565,7485660,18,0,120,153
4096,7485660,7489755,10,0,51,21
4096,7489755,7493850,42,0,108,27
4096,7493850,7497945,13,0,55,31
4096,7497945,7502040,23,1,76,58
4096,7502040,7506135,38,0,133,33
4096,7506135,7510230,28,0,124,29
4096,7510230,7514325,17,0,73,24
4096,7514325,7518420,15,0,69,21
4096,7518420,7522515,42,0,62,19
4096,7522515,7526610,12,0,81,21
4096,7526610,7530705,17,1,90,29
4096,7530705,7534800,21,0,97,37
4096,7534800,7538895,18,0,88,24
4096,7538895,7542990,14,0,67,25
4096,7542990,7547085,18,1,62,18
4096,7547085,7551180,14,0,63,22
4096,7551180,7555275,10,0,48,19
4096,7555275,7559370,29,1,99,32
4096,7559370,7563465,16,0,89,40
4096,7563465,7567560,8,0,38,21
4096,7567560,7571655,6,0,56,19
4096,7571655,7575750,6,0,77,73
4096,7575750,7579845,14,0,67,23
4096,7579845,7583940,27,1,124,41
4096,7583940,7588035,21,0,73,21
4096,7588035,7592130,8,1,95,44
4096,7592130,7596225,10,0,109,43
4096,7596225,7600320,13,1,120,32
4096,7600320,7604415,6,0,75,44
4096,7604415,7608510,21,1,99,36
4096,7608510,7612605,15,0,90,36
4096,7612605,7616700,6,0,60,21
4096,7616700,7620795,7,0,98,11
4096,7620795,7624890,6,0,52,18
4096,7624890,7628985,25,0,130,29
4096,7628985,7633080,20,0,78,24
4096,7633080,7637175,15,0,29,17
4096,7637175,7641270,12,0,72,17
4096,7641270,7645365,15,0,47,23
4096,7645365,7649460,34,0,101,22
4096,7649460,7653555,1,0,26,18
4096,7653555,7657650,4,0,49,32
4096,7657650,7661745,3,3,44,28
4096,7661745,7665840,31,0,123,36
4096,7665840,7669935,28,0,147,34
4096,7669935,7674030,30,0,146,37
4096,7674030,7678125,31,0,90,34
4096,7678125,7682220,18,0,52,24
4096,7682220,7686315,16,0,54,23
4096,7686315,7690410,32,0,117,37
4096,7690410,7694505,12,0,81,32
4096,7694505,7698600,10,0,92,28
4096,7698600,7702695,8,0,39,28
4096,7702695,7706790,10,0,64,28
4096,7706790,7710885,11,0,51,20
4096,7710885,7714980,7,0,44,19
4096,7714980,7719075,4,0,55,37
4096,7719075,7723170,1,0,51,26
4096,7723170,7727265,21,0,129,30
4096,7727265,7731360,32,0,127,36
4096,7731360,7735455,49,0,124,38
4096,7735455,7739550,30,0,108,45
4096,7739550,7743645,10,0,68,23
4096,7743645,7747740,5,0,66,33
4096,7747740,7751835,10,0,63,33
4096,7751835,7755930,5,0,48,27
4096,7755930,7760025,7,0,59,23
4096,7760025,7764120,7,0,55,23
4096,7764120,7768215,13,0,83,17
4096,7768215,7772310,76,0,150,30
4096,7772310,7776405,17,1,91,33
4096,7776405,7780500,30,0,139,31
4096,7780500,7784595,26,0,138,31
4096,7784595,7788690,36,1,142,42
4096,7788690,7792785,22,0,95,34
4096,7792785,7796880,5,1,40,27
4096,7796880,7800975,6,1,46,27
4096,7800975,7805070,5,0,54,25
4096,7805070,7809165,6,1,50,22
4096,7809165,7813260,5,0,46,22
4096,7813260,7817355,7,0,56,23
4096,7817355,7821450,10,0,51,24
4096,7821450,7825545,14,0,112,44
4096,7825545,7829640,34,1,117,29
4096,7829640,7833735,3,0,68,21
4096,7833735,7837830,3,0,56,25
4096,7837830,7841925,6,0,56,22
4096,7841925,7846020,9,0,62,27
4096,7846020,7850115,1,0,75,34
4096,7850115,7854210,9,0,98,46
4096,7854210,7858305,6,0,154,48
4096,7858305,7862400,33,0,139,39
4096,7862400,7866495,27,0,99,37
4096,7866495,7870590,14,0,129,75
4096,7870590,7874685,13,0,78,25
4096,7874685,7878780,9,0,78,13
4096,7878780,7882875,1,0,122,15
4096,7882875,7886970,3,0,178,18
4096,7886970,7891065,23,0,122,27
4096,7891065,7895160,18,0,53,28
4096,7895160,7899255,6,0,35,52
4096,7899255,7903350,5,1,35,18
4096,7903350,7907445,2,0,59,29
4096,7907445,7911540,2,0,51,25
4096,7911540,7915635,2,0,58,14
4096,7915635,7919730,45,0,43,23
4096,7919730,7923825,5,0,46,37
4096,7923825,7927920,11,0,75,46
4096,7927920,7932015,33,0,42,17
4096,7932015,7936110,24,0,111,26
4096,7936110,7940205,32,0,120,43
4096,7940205,7944300,7,0,171,20
4096,7944300,7948395,6,0,89,26
4096,7948395,7952490,4,0,40,22
4096,7952490,7956585,7,0,53,26
4096,7956585,7960680,8,0,155,29
4096,7960680,7964775,23,0,151,34
4096,7964775,7968870,13,0,134,19
4096,7968870,7972965,3,0,39,43
4096,7972965,7977060,6,0,100,30
4096,7977060,7981155,4,0,93,32
4096,7981155,7985250,6,0,87,29
4096,7985250,7989345,30,0,118,17
4096,7989345,7993440,8,0,55,35
4096,7993440,7997535,9,0,66,23
4096,7997535,8001630,5,0,66,24
4096,8001630,8005725,7,0,52,23
4096,8005725,8009820,8,0,60,25
4096,8009820,8013915,36,0,136,44
4096,8013915,8018010,13,0,105,29
4096,8018010,8022105,3,0,60,28
4096,8022105,8026200,4,0,93,10
4096,8026200,8030295,12,0,86,72
4096,8030295,8034390,21,0,111,36
4096,8034390,8038485,24,0,145,39
4096,8038485,8042580,26,0,107,32
4096,8042580,8046675,1,0,103,56
4096,8046675,8050770,2,0,31,13
4096,8050770,8054865,4,0,27,14
4096,8054865,8058960,2,0,30,21
4096,8058960,8063055,2,0,43,24
4096,8063055,8067150,4,0,72,16
4096,8067150,8071245,7,0,115,17
4096,8071245,8075340,7,0,71,25
4096,8075340,8079435,30,0,74,38
4096,8079435,8083530,21,0,123,33
4096,8083530,8087625,4,0,56,37
4096,8087625,8091720,1,0,35,65
4096,8091720,8095815,2,0,31,43
4096,8095815,8099910,3,0,34,40
4096,8099910,8104005,3,0,41,37
4096,8104005,8108100,12,0,78,29
4096,8108100,8112195,3,0,55,30
4096,8112195,8116290,2,0,37,19
4096,8116290,8120385,23,0,85,25
4096,8120385,8124480,26,0,94,28
4096,8124480,8128575,16,0,63,28
4096,8128575,8132670,7,0,86,32
4096,8132670,8136765,11,0,63,34
4096,8136765,8140860,27,0,92,39
4096,8140860,8144955,30,0,100,26
4096,8144955,8149050,25,0,80,33
4096,8149050,8153145,7,0,33,18
4096,8153145,8157240,9,0,37,11
4096,8157240,8161335,42,0,133,50
4096,8161335,8165430,28,0,99,22
4096,8165430,8169525,15,0,63,19
4096,8169525,8173620,6,0,76,32
4096,8173620,8177715,8,0,59,22
4096,8177715,8181810,9,0,68,25
4096,8181810,8185905,4,0,64,24
4096,8185905,8190000,6,0,62,24
4096,8190000,8194095,8,0,92,26
4096,8194095,8198190,6,0,60,23
4096,8198190,8202285,7,0,72,25
4096,8202285,8206380,7,0,70,10
4096,8206380,8210475,7,0,38,20
4096,8210475,8214570,15,0,56,13
4096,8214570,8218665,11,0,84,24
4096,8218665,8222760,8,0,69,22
4096,8222760,8226855,3,0,57,20
4096,8226855,8230950,8,0,52,30
4096,8230950,8235045,9,0,90,34
4096,8235045,8239140,6,0,76,27
4096,8239140,8243235,9,0,89,26
4096,8243235,8247330,17,0,73,19
4096,8247330,8251425,37,0,141,31
4096,8251425,8255520,26,0,103,26
4096,8255520,8259615,24,0,94,25
4096,8259615,8263710,39,9,113,10
4096,8263710,8267805,18,0,157,67
4096,8267805,8271900,23,0,85,35
4096,8271900,8275995,7,0,59,32
4096,8275995,8280090,2,0,85,29
4096,8280090,8284185,4,0,73,26
4096,8284185,8288280,40,0,120,33
4096,8288280,8292375,16,0,151,105
4096,8292375,8296470,65,0,281,89
4096,8296470,8300565,18,0,88,30
4096,8300565,8304660,28,1,115,42
4096,8304660,8308755,3,0,64,71
4096,8308755,8312850,10,0,69,45
4096,8312850,8316945,7,0,54,29
4096,8316945,8321040,9,0,163,31
4096,8321040,8325135,22,0,110,39
4096,8325135,8329230,25,0,120,42
4096,8329230,8333325,18,0,105,37
4096,8333325,8337420,6,0,34,14
4096,8337420,8341515,48,0,84,15
4096,8341515,8345610,21,0,113,35
4096,8345610,8349705,15,0,81,20
4096,8349705,8353800,2,0,35,13
4096,8353800,8357895,4,1,49,18
4096,8357895,8361990,5,0,61,47
4096,8361990,8366085,31,0,145,39
4096,8366085,8370180,6,1,57,15
4096,8370180,8374275,4,0,56,10
4096,8374275,8378370,4,0,57,9
4096,8378370,8382465,6,0,62,14
4096,8382465,8386560,5,0,60,12
4096,8386560,8390655,6,0,67,15
4096,8390655,8394750,4,0,42,8
4096,8394750,8398845,36,0,152,57
4096,8398845,8402940,21,0,123,39
4096,8402940,8407035,36,0,137,35
4096,8407035,8411130,22,0,112,34
4096,8411130,8415225,11,0,67,19
4096,8415225,8419320,7,0,58,13
4096,8419320,8423415,20,0,98,35
4096,8423415,8427510,38,0,125,32
4096,8427510,8431605,31,0,102,58
4096,8431605,8435700,32,0,112,29
4096,8435700,8439795,20,1,77,30
4096,8439795,8443890,2,0,44,21
4096,8443890,8447985,5,0,38,21
4096,8447985,8452080,1,0,50,31
4096,8452080,8456175,2,0,36,9
4096,8456175,8460270,1,0,39,11
4096,8460270,8464365,15,0,70,28
4096,8464365,8468460,22,0,114,27
4096,8468460,8472555,7,0,54,32
4096,8472555,8476650,7,0,79,27
4096,8476650,8480745,6,0,75,33
4096,8480745,8484840,2,0,69,30
4096,8484840,8488935,4,0,69,38
4096,8488935,8493030,6,0,86,38
4096,8493030,8497125,7,0,46,34
4096,8497125,8501220,7,0,97,26
4096,8501220,8505315,6,1,82,31
4096,8505315,8509410,25,0,88,22
4096,8509410,8513505,5,0,51,30
4096,8513505,8517600,9,0,86,38
4096,8517600,8521695,10,0,64,30
4096,8521695,8525790,17,0,114,40
4096,8525790,8529885,8,0,48,23
4096,8529885,8533980,8,0,66,38
4096,8533980,8538075,5,0,38,27
4096,8538075,8542170,12,0,53,39
4096,8542170,8546265,34,0,107,25
4096,8546265,8550360,32,0,123,39
4096,8550360,8554455,34,0,121,37
4096,8554455,8558550,23,0,139,37
4096,8558550,8562645,27,0,102,37
4096,8562645,8566740,37,0,125,30
4096,8566740,8570835,35,0,173,41
4096,8570835,8574930,28,0,100,13
4096,8574930,8579025,34,1,137,33
4096,8579025,8583120,41,0,120,33
4096,8583120,8587215,27,0,122,30
4096,8587215,8591310,37,0,142,25
4096,8591310,8595405,29,0,142,28
4096,8595405,8599500,31,0,128,27
4096,8599500,8603595,36,0,135,16
4096,8603595,8607690,32,0,165,40
4096,8607690,8611785,33,0,81,30
4096,8611785,8615880,26,0,122,27
4096,8615880,8619975,16,0,104,31
4096,8619975,8624070,25,0,126,43
4096,8624070,8628165,41,0,132,44
4096,8628165,8632260,26,0,126,26
4096,8632260,8636355,40,0,117,22
4096,8636355,8640450,30,0,155,26
4096,8640450,8644545,13,0,112,26
4096,8644545,8648640,27,1,116,37
4096,8648640,8652735,37,0,107,30
4096,8652735,8656830,23,0,128,36
4096,8656830,8660925,37,0,159,49
4096,8660925,8665020,34,0,103,33
4096,8665020,8669115,24,0,116,30
4096,8669115,8673210,24,0,116,34
4096,8673210,8677305,34,0,107,33
4096,8677305,8681400,21,0,123,32
4096,8681400,8685495,25,0,138,35
4096,8685495,8689590,32,0,133,34
4096,8689590,8693685,37,2,137,47
4096,8693685,8697780,25,0,118,39
4096,8697780,8701875,25,0,132,28
4096,8701875,8705970,26,0,110,31
4096,8705970,8710065,28,0,134,31
4096,8710065,8714160,24,0,129,36
4096,8714160,8718255,36,1,130,25
4096,8718255,8722350,27,0,131,40
4096,8722350,8726445,25,0,131,21
4096,8726445,8730540,35,0,139,40
4096,8730540,8734635,38,0,145,32
4096,8734635,8738730,31,0,130,33
4096,8738730,8742825,29,1,137,24
4096,8742825,8746920,23,0,108,38
4096,8746920,8751015,31,0,138,45
4096,8751015,8755110,28,0,126,25
4096,8755110,8759205,31,0,108,21
4096,8759205,8763300,23,0,130,38
4096,8763300,8767395,24,0,154,33
4096,8767395,8771490,28,0,135,31
4096,8771490,8775585,37,0,130,39
4096,8775585,8779680,34,0,118,42
4096,8779680,8783775,36,0,158,37
4096,8783775,8787870,33,0,119,31
4096,8787870,8791965,25,0,106,23
4096,8791965,8796060,31,1,137,24
4096,8796060,8800155,33,2,154,42
4096,8800155,8804250,27,0,136,28
4096,8804250,8808345,33,0,108,35
4096,8808345,8812440,39,0,159,33
4096,8812440,8816535,36,0,137,51
4096,8816535,8820630,30,0,123,45
4096,8820630,8824725,26,0,101,19
4096,8824725,8828820,44,0,132,30
4096,8828820,8832915,35,0,126,31
4096,8832915,8837010,33,0,128,39
4096,8837010,8841105,40,0,149,28
4096,8841105,8845200,42,0,165,35
4096,8845200,8849295,31,1,136,27
4096,8849295,8853390,22,0,111,28
4096,8853390,8857485,27,0,128,30
4096,8857485,8861580,37,0,126,33
4096,8861580,8865675,32,0,115,26
4096,8865675,8869770,31,0,159,33
4096,8869770,8873865,27,0,132,21
4096,8873865,8877960,24,1,115,19
4096,8877960,8882055,31,0,128,30
4096,8882055,8886150,26,0,117,23
4096,8886150,8890245,30,0,130,26
4096,8890245,8894340,33,0,129,33
4096,8894340,8898435,38,0,107,20
4096,8898435,8902530,37,0,148,33
4096,8902530,8906625,35,0,138,43
4096,8906625,8910720,31,0,123,36
4096,8910720,8914815,28,1,128,26
4096,8914815,8918910,29,0,113,21
4096,8918910,8923005,30,0,137,33
4096,8923005,8927100,28,0,134,36
4096,8927100,8931195,31,0,125,29
4096,8931195,8935290,27,0,134,34
4096,8935290,8939385,33,0,128,30
4096,8939385,8943480,40,0,147,38
4096,8943480,8947575,32,0,126,39
4096,8947575,8951670,39,0,172,37
4096,8951670,8955765,34,0,136,30
4096,8955765,8959860,46,0,133,34
4096,8959860,8963955,30,0,129,29
4096,8963955,8968050,31,0,120,19
4096,8968050,8972145,32,0,143,22
4096,8972145,8976240,22,0,141,37
4096,8976240,8980335,33,0,125,33
4096,8980335,8984430,24,0,121,27
4096,8984430,8988525,35,0,123,28
4096,8988525,8992620,32,0,113,33
4096,8992620,8996715,40,0,115,38
4096,8996715,9000810,28,0,108,24
4096,9000810,9004905,20,0,119,31
4096,9004905,9009000,30,0,153,35
4096,9009000,9013095,25,0,141,45
